author.id,u_min,u_max,u_mean,u_std,Cat,is_retweet,Label,retweet
u2202,0,0,0,,Twitter_User,,u2202,
u2203,1,1,1,,Twitter_User,,u2203,
u2204,0,0,0,0,Twitter_User,,u2204,
u2205,0,0,0,,Twitter_User,,u2205,
u2206,4,202,60.6,83.53,Twitter_User,,u2206,
u2207,219,219,219,,Twitter_User,,u2207,
u2208,1,2995,754.5,1493.68,Twitter_User,,u2208,
u2209,1,1,1,,Twitter_User,,u2209,
u221,18,2095,1056.5,1468.66,Twitter_User,,u221,
u2210,5,5,5,,Twitter_User,,u2210,
u2211,35,35,35,,Twitter_User,,u2211,
u2212,3263,3263,3263,,Twitter_User,,u2212,
u2213,0,435,217.5,307.59,Twitter_User,,u2213,
u2214,0,0,0,,Twitter_User,,u2214,
u2215,0,0,0,0,Twitter_User,,u2215,
u2216,1,1,1,,Twitter_User,,u2216,
u2217,0,199,49.75,99.5,Twitter_User,,u2217,
u2218,0,0,0,0,Twitter_User,,u2218,
u2219,0,0,0,,Twitter_User,,u2219,
u222,999,2995,1997,1411.39,Twitter_User,,u222,
u2220,0,0,0,,Twitter_User,,u2220,
u2221,90,90,90,,Twitter_User,,u2221,
u2222,0,0,0,,Twitter_User,,u2222,
u2223,2095,2095,2095,,Twitter_User,,u2223,
u2224,561,561,561,,Twitter_User,,u2224,
u2225,0,0,0,0,Twitter_User,,u2225,
u2226,0,20,1.4,5.15,Twitter_User,,u2226,
u2227,0,0,0,0,Twitter_User,,u2227,
u2228,34,34,34,,Twitter_User,,u2228,
u2229,1,1,1,,Twitter_User,,u2229,
u223,2995,2995,2995,,Twitter_User,,u223,
u2230,0,0,0,0,Twitter_User,,u2230,
u2231,961,961,961,,Twitter_User,,u2231,
u2232,0,0,0,0,Twitter_User,,u2232,
u2233,93,93,93,,Twitter_User,,u2233,
u2234,0,0,0,,Twitter_User,,u2234,
u2235,0,0,0,,Twitter_User,,u2235,
u2236,0,0,0,,Twitter_User,,u2236,
u2237,0,0,0,0,Twitter_User,,u2237,
u2238,3,3,3,,Twitter_User,,u2238,
u2239,0,0,0,,Twitter_User,,u2239,
u224,0,0,0,,Twitter_User,,u224,
u2240,0,0,0,,Twitter_User,,u2240,
u2241,0,0,0,0,Twitter_User,,u2241,
u2242,0,0,0,,Twitter_User,,u2242,
u2243,19,19,19,,Twitter_User,,u2243,
u2244,0,0,0,,Twitter_User,,u2244,
u2245,0,0,0,,Twitter_User,,u2245,
u2246,0,0,0,,Twitter_User,,u2246,
u2247,0,999,499.5,706.4,Twitter_User,,u2247,
u2248,0,0,0,,Twitter_User,,u2248,
u2249,2995,2995,2995,,Twitter_User,,u2249,
u225,0,3,0.53,0.84,Twitter_User,,u225,
u2250,0,1,0.5,0.71,Twitter_User,,u2250,
u2251,22,22,22,,Twitter_User,,u2251,
u2252,0,0,0,,Twitter_User,,u2252,
u2253,2,2,2,,Twitter_User,,u2253,
u2254,2,2,2,,Twitter_User,,u2254,
u2255,0,0,0,,Twitter_User,,u2255,
u2256,0,0,0,0,Twitter_User,,u2256,
u2257,0,0,0,,Twitter_User,,u2257,
u2258,0,202,16.69,55.79,Twitter_User,,u2258,
u2259,0,0,0,,Twitter_User,,u2259,
u226,1,21,11,14.14,Twitter_User,,u226,
u2260,0,0,0,,Twitter_User,,u2260,
u2261,875,875,875,,Twitter_User,,u2261,
u2262,2,2,2,,Twitter_User,,u2262,
u2263,8,8,8,,Twitter_User,,u2263,
u2264,35,35,35,,Twitter_User,,u2264,
u2265,0,0,0,,Twitter_User,,u2265,
u2266,2095,2095,2095,,Twitter_User,,u2266,
u2267,0,0,0,,Twitter_User,,u2267,
u2268,0,0,0,,Twitter_User,,u2268,
u2269,0,0,0,,Twitter_User,,u2269,
u227,1,6,2.67,2.89,Twitter_User,,u227,
u2270,3,21,9,10.39,Twitter_User,,u2270,
u2271,0,0,0,,Twitter_User,,u2271,
u2272,2888,2888,2888,,Twitter_User,,u2272,
u2273,3263,3263,3263,,Twitter_User,,u2273,
u2274,0,0,0,,Twitter_User,,u2274,
u2275,1,1,1,,Twitter_User,,u2275,
u2276,0,0,0,,Twitter_User,,u2276,
u2277,0,0,0,,Twitter_User,,u2277,
u2278,0,0,0,,Twitter_User,,u2278,
u2279,42,42,42,,Twitter_User,,u2279,
u228,8,8,8,,Twitter_User,,u228,
u2280,152,152,152,,Twitter_User,,u2280,
u2281,17,17,17,,Twitter_User,,u2281,
u2282,0,0,0,,Twitter_User,,u2282,
u2283,0,0,0,,Twitter_User,,u2283,
u2284,0,8,4,5.66,Twitter_User,,u2284,
u2285,0,0,0,,Twitter_User,,u2285,
u2286,1,15,5.67,8.08,Twitter_User,,u2286,
u2287,0,0,0,,Twitter_User,,u2287,
u2288,20,20,20,,Twitter_User,,u2288,
u2289,24,24,24,,Twitter_User,,u2289,
u229,0,0,0,,Twitter_User,,u229,
u2290,8,8,8,,Twitter_User,,u2290,
u2291,0,1,0.5,0.71,Twitter_User,,u2291,
u2292,3429,3429,3429,,Twitter_User,,u2292,
u2293,0,0,0,,Twitter_User,,u2293,
u2294,3263,3263,3263,,Twitter_User,,u2294,
u2295,728,728,728,,Twitter_User,,u2295,
u2296,875,875,875,,Twitter_User,,u2296,
u2297,1,1,1,0,Twitter_User,,u2297,
u2298,2995,2995,2995,,Twitter_User,,u2298,
u2299,0,0,0,,Twitter_User,,u2299,
u23,3,3,3,,Twitter_User,,u23,
u230,0,0,0,,Twitter_User,,u230,
u2300,0,0,0,,Twitter_User,,u2300,
u2301,0,0,0,0,Twitter_User,,u2301,
u2302,0,0,0,,Twitter_User,,u2302,
u2303,125,125,125,,Twitter_User,,u2303,
u2304,0,0,0,,Twitter_User,,u2304,
u2305,0,5,2.5,3.54,Twitter_User,,u2305,
u2306,0,0,0,,Twitter_User,,u2306,
u2307,0,22,3,4.68,Twitter_User,,u2307,
u2308,0,0,0,0,Twitter_User,,u2308,
u2309,0,0,0,,Twitter_User,,u2309,
u231,231,231,231,,Twitter_User,,u231,
u2310,1,1,1,,Twitter_User,,u2310,
u2311,5,5,5,,Twitter_User,,u2311,
u2312,2095,2095,2095,,Twitter_User,,u2312,
u2313,2888,2888,2888,,Twitter_User,,u2313,
u2314,0,0,0,,Twitter_User,,u2314,
u2315,0,0,0,,Twitter_User,,u2315,
u2316,2,9,5,3.61,Twitter_User,,u2316,
u2317,0,0,0,,Twitter_User,,u2317,
u2318,435,435,435,,Twitter_User,,u2318,
u2319,46,46,46,,Twitter_User,,u2319,
u232,146,146,146,,Twitter_User,,u232,
u2320,0,0,0,0,Twitter_User,,u2320,
u2321,16,16,16,,Twitter_User,,u2321,
u2322,1,1,1,,Twitter_User,,u2322,
u2323,51,51,51,,Twitter_User,,u2323,
u2324,0,0,0,0,Twitter_User,,u2324,
u2325,0,0,0,,Twitter_User,,u2325,
u2326,15,15,15,,Twitter_User,,u2326,
u2327,0,0,0,,Twitter_User,,u2327,
u2328,0,0,0,0,Twitter_User,,u2328,
u2329,17,17,17,,Twitter_User,,u2329,
u233,999,999,999,,Twitter_User,,u233,
u2330,0,0,0,,Twitter_User,,u2330,
u2331,0,0,0,,Twitter_User,,u2331,
u2332,0,0,0,,Twitter_User,,u2332,
u2333,2,2,2,,Twitter_User,,u2333,
u2334,0,0,0,0,Twitter_User,,u2334,
u2335,2095,2095,2095,,Twitter_User,,u2335,
u2336,0,0,0,,Twitter_User,,u2336,
u2337,3,3,3,,Twitter_User,,u2337,
u2338,0,0,0,,Twitter_User,,u2338,
u2339,0,0,0,,Twitter_User,,u2339,
u234,0,0,0,,Twitter_User,,u234,
u2340,0,2095,588.25,1011.75,Twitter_User,,u2340,
u2341,231,2995,1613,1954.44,Twitter_User,,u2341,
u2342,0,0,0,,Twitter_User,,u2342,
u2343,0,2095,353.33,853.29,Twitter_User,,u2343,
u2344,375,2888,1631.5,1776.96,Twitter_User,,u2344,
u2345,0,0,0,,Twitter_User,,u2345,
u2346,2095,2095,2095,,Twitter_User,,u2346,
u2347,2095,2095,2095,,Twitter_User,,u2347,
u2348,2,2,2,,Twitter_User,,u2348,
u2349,2095,2095,2095,,Twitter_User,,u2349,
u235,561,561,561,,Twitter_User,,u235,
u2350,1,1,1,,Twitter_User,,u2350,
u2351,0,0,0,,Twitter_User,,u2351,
u2352,3429,3429,3429,,Twitter_User,,u2352,
u2353,3263,3263,3263,,Twitter_User,,u2353,
u2354,0,2,0.14,0.47,Twitter_User,,u2354,
u2355,875,875,875,,Twitter_User,,u2355,
u2356,0,0,0,,Twitter_User,,u2356,
u2357,0,0,0,0,Twitter_User,,u2357,
u2358,0,0,0,,Twitter_User,,u2358,
u2359,0,1,0.5,0.71,Twitter_User,,u2359,
u236,0,0,0,,Twitter_User,,u236,
u2360,0,0,0,,Twitter_User,,u2360,
u2361,3,3,3,,Twitter_User,,u2361,
u2362,0,2,1,1,Twitter_User,,u2362,
u2363,0,0,0,,Twitter_User,,u2363,
u2364,2995,2995,2995,,Twitter_User,,u2364,
u2365,0,0,0,,Twitter_User,,u2365,
u2366,3,3,3,,Twitter_User,,u2366,
u2367,0,0,0,0,Twitter_User,,u2367,
u2368,0,3,1.5,2.12,Twitter_User,,u2368,
u2369,0,0,0,,Twitter_User,,u2369,
u237,0,2,1,1.41,Twitter_User,,u237,
u2370,2995,2995,2995,,Twitter_User,,u2370,
u2371,1,1,1,,Twitter_User,,u2371,
u2372,0,0,0,0,Twitter_User,,u2372,
u2373,0,3429,1052.83,1639.99,Twitter_User,,u2373,
u2374,0,435,181,173.89,Twitter_User,,u2374,
u2375,2095,2095,2095,,Twitter_User,,u2375,
u2376,0,0,0,,Twitter_User,,u2376,
u2377,1,26,4,6.43,Twitter_User,,u2377,
u2378,0,0,0,,Twitter_User,,u2378,
u2379,0,0,0,,Twitter_User,,u2379,
u238,2095,2095,2095,,Twitter_User,,u238,
u2380,0,2,1,1.41,Twitter_User,,u2380,
u2381,0,0,0,0,Twitter_User,,u2381,
u2382,2095,2095,2095,,Twitter_User,,u2382,
u2383,0,31,15.5,21.92,Twitter_User,,u2383,
u2384,2095,2095,2095,,Twitter_User,,u2384,
u2385,1,1,1,,Twitter_User,,u2385,
u2386,23,23,23,,Twitter_User,,u2386,
u2387,0,0,0,0,Twitter_User,,u2387,
u2388,0,0,0,,Twitter_User,,u2388,
u2389,0,0,0,,Twitter_User,,u2389,
u239,0,13,3.6,5.41,Twitter_User,,u239,
u2390,7,7,7,,Twitter_User,,u2390,
u2391,0,0,0,,Twitter_User,,u2391,
u2392,8,2995,1501.5,2112.13,Twitter_User,,u2392,
u2393,3,2995,354.29,846.43,Twitter_User,,u2393,
u2394,1,1,1,,Twitter_User,,u2394,
u2395,0,0,0,,Twitter_User,,u2395,
u2396,2,2,2,,Twitter_User,,u2396,
u2397,1,1,1,,Twitter_User,,u2397,
u2398,0,0,0,,Twitter_User,,u2398,
u2399,1,9,2,2.65,Twitter_User,,u2399,
u24,0,2095,1047.5,1481.39,Twitter_User,,u24,
u240,0,0,0,0,Twitter_User,,u240,
u2400,219,219,219,,Twitter_User,,u2400,
u2401,3263,3263,3263,,Twitter_User,,u2401,
u2402,0,0,0,,Twitter_User,,u2402,
u2403,0,1,0.08,0.29,Twitter_User,,u2403,
u2404,48,48,48,,Twitter_User,,u2404,
u2405,0,6,3,3,Twitter_User,,u2405,
u2406,0,0,0,,Twitter_User,,u2406,
u2407,2,2,2,,Twitter_User,,u2407,
u2408,2,9,3.75,3.5,Twitter_User,,u2408,
u2409,10,10,10,,Twitter_User,,u2409,
u241,0,0,0,,Twitter_User,,u241,
u2410,0,0,0,,Twitter_User,,u2410,
u2411,0,0,0,0,Twitter_User,,u2411,
u2412,0,0,0,,Twitter_User,,u2412,
u2413,0,0,0,,Twitter_User,,u2413,
u2414,0,0,0,,Twitter_User,,u2414,
u2415,0,0,0,,Twitter_User,,u2415,
u2416,2995,2995,2995,,Twitter_User,,u2416,
u2417,2095,2095,2095,,Twitter_User,,u2417,
u2418,0,0,0,,Twitter_User,,u2418,
u2419,0,0,0,,Twitter_User,,u2419,
u242,0,0,0,,Twitter_User,,u242,
u2420,3429,3429,3429,,Twitter_User,,u2420,
u2421,0,0,0,,Twitter_User,,u2421,
u2422,70,70,70,,Twitter_User,,u2422,
u2423,561,561,561,,Twitter_User,,u2423,
u2424,0,0,0,,Twitter_User,,u2424,
u2425,875,875,875,,Twitter_User,,u2425,
u2426,0,0,0,,Twitter_User,,u2426,
u2427,0,0,0,,Twitter_User,,u2427,
u2428,0,0,0,,Twitter_User,,u2428,
u2429,0,0,0,,Twitter_User,,u2429,
u243,3429,3429,3429,,Twitter_User,,u243,
u2430,0,2995,1234.8,1561.58,Twitter_User,,u2430,
u2431,0,0,0,,Twitter_User,,u2431,
u2432,0,0,0,,Twitter_User,,u2432,
u2433,169,169,169,,Twitter_User,,u2433,
u2434,0,0,0,,Twitter_User,,u2434,
u2435,0,0,0,,Twitter_User,,u2435,
u2436,2995,2995,2995,,Twitter_User,,u2436,
u2437,806,806,806,0,Twitter_User,,u2437,
u2438,60,60,60,,Twitter_User,,u2438,
u2439,0,0,0,,Twitter_User,,u2439,
u244,0,10,0.82,2.67,Twitter_User,,u244,
u2440,7,7,7,,Twitter_User,,u2440,
u2441,0,3429,1714.5,2424.67,Twitter_User,,u2441,
u2442,0,0,0,,Twitter_User,,u2442,
u2443,3263,3263,3263,,Twitter_User,,u2443,
u2444,0,0,0,,Twitter_User,,u2444,
u2445,0,312,67,137.18,Twitter_User,,u2445,
u2446,0,0,0,,Twitter_User,,u2446,
u2447,22,22,22,,Twitter_User,,u2447,
u2448,999,999,999,,Twitter_User,,u2448,
u2449,0,43,14.33,24.83,Twitter_User,,u2449,
u245,0,0,0,,Twitter_User,,u245,
u2450,0,0,0,,Twitter_User,,u2450,
u2451,0,0,0,0,Twitter_User,,u2451,
u2452,98,2995,1546.5,2048.49,Twitter_User,,u2452,
u2453,2995,2995,2995,,Twitter_User,,u2453,
u2454,9,20,14.5,7.78,Twitter_User,,u2454,
u2455,0,0,0,0,Twitter_User,,u2455,
u2456,2,2,2,,Twitter_User,,u2456,
u2457,0,0,0,,Twitter_User,,u2457,
u2458,2,2,2,,Twitter_User,,u2458,
u2459,202,435,318.5,164.76,Twitter_User,,u2459,
u246,2095,2095,2095,,Twitter_User,,u246,
u2460,0,0,0,,Twitter_User,,u2460,
u2461,0,0,0,,Twitter_User,,u2461,
u2462,0,0,0,,Twitter_User,,u2462,
u2463,0,0,0,,Twitter_User,,u2463,
u2464,0,0,0,0,Twitter_User,,u2464,
u2465,0,0,0,,Twitter_User,,u2465,
u2466,0,0,0,,Twitter_User,,u2466,
u2467,2995,2995,2995,,Twitter_User,,u2467,
u2468,1,1,1,,Twitter_User,,u2468,
u2469,163,163,163,,Twitter_User,,u2469,
u247,231,231,231,,Twitter_User,,u247,
u2470,26,26,26,,Twitter_User,,u2470,
u2471,1,99,25.69,31.43,Twitter_User,,u2471,
u2472,3429,3429,3429,,Twitter_User,,u2472,
u2473,3429,3429,3429,,Twitter_User,,u2473,
u2474,0,0,0,,Twitter_User,,u2474,
u2475,0,0,0,,Twitter_User,,u2475,
u2476,19,19,19,,Twitter_User,,u2476,
u2477,2995,2995,2995,,Twitter_User,,u2477,
u2478,0,0,0,,Twitter_User,,u2478,
u2479,0,0,0,,Twitter_User,,u2479,
u248,2888,2888,2888,,Twitter_User,,u248,
u2480,17,17,17,,Twitter_User,,u2480,
u2481,0,2,1,1.41,Twitter_User,,u2481,u3851
u2482,199,199,199,,Twitter_User,,u2482,
u2483,1,1,1,,Twitter_User,,u2483,
u2484,875,875,875,,Twitter_User,,u2484,
u2485,0,52,17.67,29.74,Twitter_User,,u2485,
u2486,0,0,0,,Twitter_User,,u2486,u866
u2487,0,0,0,,Twitter_User,,u2487,
u2488,3429,3429,3429,,Twitter_User,,u2488,
u2489,1,1,1,,Twitter_User,,u2489,
u249,0,0,0,,Twitter_User,,u249,
u2490,0,0,0,,Twitter_User,,u2490,
u2491,2095,2095,2095,,Twitter_User,,u2491,
u2492,1,1,1,0,Twitter_User,,u2492,
u2493,27,27,27,,Twitter_User,,u2493,
u2494,2995,2995,2995,,Twitter_User,,u2494,
u2495,49,49,49,,Twitter_User,,u2495,
u2496,0,0,0,,Twitter_User,,u2496,
u2497,2,2,2,,Twitter_User,,u2497,
u2498,42,42,42,,Twitter_User,,u2498,
u2499,0,0,0,0,Twitter_User,,u2499,
u25,18,18,18,,Twitter_User,,u25,u1287
u250,0,2,0.33,0.82,Twitter_User,,u250,
u2500,32,2995,1038,1695.03,Twitter_User,,u2500,
u2501,561,561,561,,Twitter_User,,u2501,u1345
u2502,3,3,3,,Twitter_User,,u2502,
u2503,0,131,65.5,92.63,Twitter_User,,u2503,
u2504,0,0,0,,Twitter_User,,u2504,
u2505,6,6,6,,Twitter_User,,u2505,
u2506,186,186,186,,Twitter_User,,u2506,
u2507,0,0,0,,Twitter_User,,u2507,
u2508,3263,3263,3263,,Twitter_User,,u2508,
u2509,27,27,27,,Twitter_User,,u2509,
u251,2995,2995,2995,,Twitter_User,,u251,
u2510,0,0,0,,Twitter_User,,u2510,
u2511,12,79,45.5,47.38,Twitter_User,,u2511,
u2512,0,0,0,0,Twitter_User,,u2512,
u2513,0,1,0.25,0.5,Twitter_User,,u2513,
u2514,1,2,1.5,0.71,Twitter_User,,u2514,
u2515,169,169,169,,Twitter_User,,u2515,
u2516,100,100,100,,Twitter_User,,u2516,
u2517,0,0,0,,Twitter_User,,u2517,
u2518,0,0,0,,Twitter_User,,u2518,
u2519,1,1,1,,Twitter_User,,u2519,
u252,14,14,14,,Twitter_User,,u252,
u2520,2995,2995,2995,,Twitter_User,,u2520,
u2521,2888,2888,2888,,Twitter_User,,u2521,
u2522,0,18,2.25,6.36,Twitter_User,,u2522,
u2523,0,329,164.5,232.64,Twitter_User,,u2523,
u2524,2888,2888,2888,,Twitter_User,,u2524,
u2525,0,0,0,,Twitter_User,,u2525,
u2526,0,4,0.35,1,Twitter_User,,u2526,
u2527,0,0,0,,Twitter_User,,u2527,
u2528,2,2,2,,Twitter_User,,u2528,
u2529,0,0,0,,Twitter_User,,u2529,
u253,0,0,0,,Twitter_User,,u253,
u2530,100,100,100,,Twitter_User,,u2530,
u2531,0,2095,619,931.56,Twitter_User,,u2531,
u2532,0,0,0,,Twitter_User,,u2532,
u2533,0,0,0,,Twitter_User,,u2533,
u2534,0,0,0,,Twitter_User,,u2534,
u2535,6,6,6,,Twitter_User,,u2535,
u2536,5,5,5,,Twitter_User,,u2536,
u2537,0,0,0,,Twitter_User,,u2537,
u2538,0,0,0,,Twitter_User,,u2538,
u2539,0,0,0,,Twitter_User,,u2539,
u254,0,0,0,,Twitter_User,,u254,
u2540,0,0,0,,Twitter_User,,u2540,
u2541,0,0,0,,Twitter_User,,u2541,
u2542,0,0,0,,Twitter_User,,u2542,
u2543,2,3429,687.8,1532.38,Twitter_User,,u2543,
u2544,52,52,52,,Twitter_User,,u2544,
u2545,0,0,0,,Twitter_User,,u2545,
u2546,0,0,0,,Twitter_User,,u2546,
u2547,0,0,0,0,Twitter_User,,u2547,
u2548,6,6,6,,Twitter_User,,u2548,
u2549,4,4,4,,Twitter_User,,u2549,
u255,2,2,2,,Twitter_User,,u255,
u2550,0,0,0,,Twitter_User,,u2550,
u2551,3429,3429,3429,,Twitter_User,,u2551,
u2552,3,3,3,,Twitter_User,,u2552,
u2553,0,0,0,,Twitter_User,,u2553,
u2554,2095,2095,2095,,Twitter_User,,u2554,
u2555,0,0,0,,Twitter_User,,u2555,
u2556,0,0,0,,Twitter_User,,u2556,
u2557,2995,2995,2995,,Twitter_User,,u2557,
u2558,3,3,3,,Twitter_User,,u2558,
u2559,52,52,52,,Twitter_User,,u2559,
u256,0,0,0,,Twitter_User,,u256,
u2560,0,0,0,,Twitter_User,,u2560,
u2561,0,0,0,,Twitter_User,,u2561,
u2562,7,7,7,,Twitter_User,,u2562,
u2563,1,1,1,,Twitter_User,,u2563,
u2564,0,2,1,1.41,Twitter_User,,u2564,
u2565,2,6,4,2.83,Twitter_User,,u2565,
u2566,3429,3429,3429,,Twitter_User,,u2566,
u2567,0,152,76,107.48,Twitter_User,,u2567,
u2568,3429,3429,3429,,Twitter_User,,u2568,
u2569,0,14,4.67,8.08,Twitter_User,,u2569,
u257,0,0,0,0,Twitter_User,,u257,
u2570,0,0,0,,Twitter_User,,u2570,
u2571,0,0,0,,Twitter_User,,u2571,
u2572,2095,2995,2545,636.4,Twitter_User,,u2572,
u2573,19,19,19,,Twitter_User,,u2573,
u2574,28,28,28,,Twitter_User,,u2574,
u2575,0,0,0,,Twitter_User,,u2575,
u2576,0,1,0.33,0.58,Twitter_User,,u2576,
u2577,0,0,0,,Twitter_User,,u2577,
u2578,0,0,0,0,Twitter_User,,u2578,
u2579,0,0,0,0,Twitter_User,,u2579,
u258,2095,2995,2545,636.4,Twitter_User,,u258,u3690
u2580,0,0,0,,Twitter_User,,u2580,u5257
u2581,0,11,1.83,4.49,Twitter_User,,u2581,u4192
u2582,0,0,0,,Twitter_User,,u2582,
u2583,0,0,0,,Twitter_User,,u2583,
u2584,0,0,0,0,Twitter_User,,u2584,
u2585,0,0,0,,Twitter_User,,u2585,
u2586,999,999,999,,Twitter_User,,u2586,
u2587,0,0,0,,Twitter_User,,u2587,
u2588,1,1,1,,Twitter_User,,u2588,
u2589,2888,2888,2888,,Twitter_User,,u2589,
u259,2995,2995,2995,,Twitter_User,,u259,
u2590,0,0,0,,Twitter_User,,u2590,
u2591,0,5,2.5,3.54,Twitter_User,,u2591,
u2592,0,0,0,,Twitter_User,,u2592,
u2593,0,0,0,,Twitter_User,,u2593,
u2594,0,0,0,,Twitter_User,,u2594,
u2595,0,0,0,,Twitter_User,,u2595,
u2596,0,33,16.5,23.33,Twitter_User,,u2596,
u2597,93,93,93,,Twitter_User,,u2597,
u2598,875,875,875,,Twitter_User,,u2598,
u2599,0,0,0,,Twitter_User,,u2599,
u26,4,4,4,,Twitter_User,,u26,
u260,1,1,1,,Twitter_User,,u260,
u2600,2995,2995,2995,,Twitter_User,,u2600,
u2601,999,999,999,,Twitter_User,,u2601,
u2602,2888,2888,2888,,Twitter_User,,u2602,
u2603,0,0,0,,Twitter_User,,u2603,
u2604,0,0,0,0,Twitter_User,,u2604,
u2605,40,40,40,,Twitter_User,,u2605,
u2606,66,2888,1683,1455.41,Twitter_User,,u2606,
u2607,10,435,62,102.41,Twitter_User,,u2607,
u2608,0,6,2.5,3,Twitter_User,,u2608,
u2609,0,0,0,,Twitter_User,,u2609,
u261,375,2995,2086,1482.73,Twitter_User,,u261,
u2610,1,1,1,,Twitter_User,,u2610,
u2611,6,6,6,,Twitter_User,,u2611,
u2612,0,0,0,,Twitter_User,,u2612,
u2613,0,0,0,0,Twitter_User,,u2613,
u2614,0,0,0,,Twitter_User,,u2614,
u2615,0,0,0,,Twitter_User,,u2615,
u2616,2995,2995,2995,,Twitter_User,,u2616,
u2617,3429,3429,3429,,Twitter_User,,u2617,
u2618,0,0,0,,Twitter_User,,u2618,
u2619,1,1,1,,Twitter_User,,u2619,
u262,806,806,806,,Twitter_User,,u262,
u2620,0,3,0.83,1.33,Twitter_User,,u2620,
u2621,0,0,0,,Twitter_User,,u2621,
u2622,3263,3263,3263,,Twitter_User,,u2622,
u2623,2,2,2,,Twitter_User,,u2623,
u2624,6,2995,617.8,1329.17,Twitter_User,,u2624,
u2625,2995,2995,2995,,Twitter_User,,u2625,
u2626,0,1,0.5,0.71,Twitter_User,,u2626,
u2627,3263,3263,3263,,Twitter_User,,u2627,
u2628,42,51,46.5,6.36,Twitter_User,,u2628,
u2629,0,0,0,0,Twitter_User,,u2629,
u263,0,0,0,,Twitter_User,,u263,
u2630,0,0,0,,Twitter_User,,u2630,
u2631,93,93,93,,Twitter_User,,u2631,
u2632,0,2095,419,936.91,Twitter_User,,u2632,
u2633,2,2,2,,Twitter_User,,u2633,
u2634,2995,2995,2995,,Twitter_User,,u2634,
u2635,1,1,1,,Twitter_User,,u2635,
u2636,2095,2095,2095,,Twitter_User,,u2636,
u2637,18,18,18,,Twitter_User,,u2637,
u2638,0,99,18.5,35.07,Twitter_User,,u2638,
u2639,0,0,0,,Twitter_User,,u2639,
u264,0,0,0,,Twitter_User,,u264,
u2640,0,0,0,,Twitter_User,,u2640,
u2641,0,0,0,,Twitter_User,,u2641,
u2642,0,93,46.5,65.76,Twitter_User,,u2642,
u2643,375,375,375,,Twitter_User,,u2643,
u2644,11,11,11,,Twitter_User,,u2644,
u2645,2995,2995,2995,,Twitter_User,,u2645,
u2646,0,0,0,0,Twitter_User,,u2646,
u2647,2095,2095,2095,,Twitter_User,,u2647,
u2648,0,0,0,,Twitter_User,,u2648,
u2649,0,2,0.29,0.76,Twitter_User,,u2649,
u265,0,0,0,,Twitter_User,,u265,
u2650,0,0,0,,Twitter_User,,u2650,
u2651,0,0,0,,Twitter_User,,u2651,
u2652,0,0,0,0,Twitter_User,,u2652,
u2653,1,1,1,,Twitter_User,,u2653,
u2654,0,0,0,,Twitter_User,,u2654,
u2655,0,0,0,0,Twitter_User,,u2655,
u2656,875,3263,2069,1688.57,Twitter_User,,u2656,
u2657,329,329,329,,Twitter_User,,u2657,
u2658,2995,2995,2995,,Twitter_User,,u2658,
u2659,0,0,0,,Twitter_User,,u2659,
u266,50,50,50,,Twitter_User,,u266,
u2660,2995,2995,2995,,Twitter_User,,u2660,
u2661,0,0,0,,Twitter_User,,u2661,
u2662,0,0,0,,Twitter_User,,u2662,
u2663,0,0,0,,Twitter_User,,u2663,
u2664,2995,2995,2995,,Twitter_User,,u2664,
u2665,0,0,0,,Twitter_User,,u2665,
u2666,2,2,2,,Twitter_User,,u2666,
u2667,375,2095,1235,1216.22,Twitter_User,,u2667,
u2668,0,0,0,,Twitter_User,,u2668,
u2669,66,3429,1747.5,2378,Twitter_User,,u2669,
u267,1,2,1.5,0.71,Twitter_User,,u267,
u2670,0,0,0,,Twitter_User,,u2670,
u2671,0,0,0,,Twitter_User,,u2671,
u2672,0,0,0,,Twitter_User,,u2672,
u2673,0,0,0,,Twitter_User,,u2673,
u2674,2095,2095,2095,,Twitter_User,,u2674,
u2675,2,2,2,,Twitter_User,,u2675,
u2676,70,70,70,,Twitter_User,,u2676,
u2677,0,0,0,,Twitter_User,,u2677,
u2678,3263,3263,3263,,Twitter_User,,u2678,
u2679,0,0,0,,Twitter_User,,u2679,
u268,0,1,0.2,0.45,Twitter_User,,u268,
u2680,0,0,0,,Twitter_User,,u2680,
u2681,0,0,0,,Twitter_User,,u2681,
u2682,0,0,0,,Twitter_User,,u2682,
u2683,0,0,0,,Twitter_User,,u2683,
u2684,0,999,333,576.77,Twitter_User,,u2684,
u2685,0,0,0,,Twitter_User,,u2685,
u2686,0,2888,1444,2042.12,Twitter_User,,u2686,
u2687,3263,3263,3263,,Twitter_User,,u2687,
u2688,0,219,73.33,126.15,Twitter_User,,u2688,
u2689,38,38,38,,Twitter_User,,u2689,
u269,0,0,0,,Twitter_User,,u269,
u2690,19,19,19,,Twitter_User,,u2690,
u2691,1,38,12.6,16.01,Twitter_User,,u2691,
u2692,3429,3429,3429,,Twitter_User,,u2692,
u2693,13,13,13,,Twitter_User,,u2693,
u2694,0,0,0,0,Twitter_User,,u2694,
u2695,0,0,0,,Twitter_User,,u2695,
u2696,0,0,0,,Twitter_User,,u2696,
u2697,961,961,961,,Twitter_User,,u2697,
u2698,3,3,3,,Twitter_User,,u2698,
u2699,1,1,1,,Twitter_User,,u2699,
u27,98,2888,1120.33,1537.1,Twitter_User,,u27,
u270,0,0,0,,Twitter_User,,u270,
u2700,875,3263,2069,1688.57,Twitter_User,,u2700,
