author.id,u_min,u_max,u_mean,u_std,Cat,is_retweet,Label,retweet
u5306,4,79,24.25,36.54,Twitter_User,,u5306,
u5307,2,2,2,,Twitter_User,,u5307,
u5308,0,0,0,,Twitter_User,,u5308,
u5309,1,1,1,,Twitter_User,,u5309,
u531,2095,2095,2095,,Twitter_User,,u531,
u5310,14,14,14,,Twitter_User,,u5310,
u5311,34,34,34,,Twitter_User,,u5311,
u5312,1,1,1,,Twitter_User,,u5312,
u5313,3,3,3,,Twitter_User,,u5313,
u5314,0,2995,61.29,403.28,Twitter_User,,u5314,
u5315,29,29,29,,Twitter_User,,u5315,
u5316,0,0,0,,Twitter_User,,u5316,
u5317,2,2,2,,Twitter_User,,u5317,
u5318,0,0,0,,Twitter_User,,u5318,
u5319,0,1,0.33,0.58,Twitter_User,,u5319,
u532,3429,3429,3429,,Twitter_User,,u532,
u5320,12,12,12,,Twitter_User,,u5320,
u5321,0,0,0,,Twitter_User,,u5321,
u5322,0,0,0,,Twitter_User,,u5322,
u5323,3263,3263,3263,,Twitter_User,,u5323,
u5324,0,0,0,,Twitter_User,,u5324,
u5325,561,561,561,,Twitter_User,,u5325,
u5326,7,435,100.29,157.78,Twitter_User,,u5326,
u5327,7,43,26.33,18.15,Twitter_User,,u5327,
u5328,0,0,0,,Twitter_User,,u5328,
u5329,0,0,0,,Twitter_User,,u5329,
u533,875,875,875,,Twitter_User,,u533,
u5330,149,961,555,574.17,Twitter_User,,u5330,
u5331,1,119,31.1,39.11,Twitter_User,,u5331,
u5332,0,169,22,55.55,Twitter_User,,u5332,
u5333,40,40,40,,Twitter_User,,u5333,
u5334,0,0,0,0,Twitter_User,,u5334,
u5335,0,0,0,,Twitter_User,,u5335,
u5336,57,57,57,,Twitter_User,,u5336,
u5337,561,561,561,,Twitter_User,,u5337,
u5338,0,0,0,,Twitter_User,,u5338,
u5339,0,0,0,,Twitter_User,,u5339,
u534,0,0,0,,Twitter_User,,u534,
u5340,0,0,0,,Twitter_User,,u5340,
u5341,0,312,64.67,121.64,Twitter_User,,u5341,
u5342,0,0,0,,Twitter_User,,u5342,
u5343,0,0,0,,Twitter_User,,u5343,
u5344,0,0,0,,Twitter_User,,u5344,
u5345,0,0,0,,Twitter_User,,u5345,
u5346,0,0,0,,Twitter_User,,u5346,
u5347,0,10,2.5,5,Twitter_User,,u5347,
u5348,0,0,0,,Twitter_User,,u5348,
u5349,98,98,98,,Twitter_User,,u5349,
u535,0,0,0,,Twitter_User,,u535,
u5350,961,961,961,,Twitter_User,,u5350,
u5351,1,1,1,,Twitter_User,,u5351,
u5352,0,999,499.5,706.4,Twitter_User,,u5352,
u5353,0,0,0,,Twitter_User,,u5353,
u5354,3,3,3,,Twitter_User,,u5354,
u5355,0,0,0,,Twitter_User,,u5355,
u5356,0,0,0,,Twitter_User,,u5356,
u5357,70,70,70,,Twitter_User,,u5357,
u5358,2,2,2,,Twitter_User,,u5358,
u5359,2,2,2,,Twitter_User,,u5359,
u536,125,125,125,,Twitter_User,,u536,
u5360,61,61,61,,Twitter_User,,u5360,
u5361,1,1,1,,Twitter_User,,u5361,
u5362,1,1,1,0,Twitter_User,,u5362,
u5363,0,2,0.5,1,Twitter_User,,u5363,
u5364,2,2,2,,Twitter_User,,u5364,
u5365,1,1,1,,Twitter_User,,u5365,
u5366,0,0,0,0,Twitter_User,,u5366,
u5367,0,22,3.54,7.05,Twitter_User,,u5367,
u5368,0,7,3.5,4.95,Twitter_User,,u5368,
u5369,1,6,3.5,3.54,Twitter_User,,u5369,
u537,0,0,0,0,Twitter_User,,u537,
u5370,49,49,49,,Twitter_User,,u5370,
u5371,0,1,0.5,0.71,Twitter_User,,u5371,
u5372,0,0,0,,Twitter_User,,u5372,
u5373,0,0,0,,Twitter_User,,u5373,
u5374,6,35,20.2,10.85,Twitter_User,,u5374,
u5375,2888,2995,2941.5,75.66,Twitter_User,,u5375,
u5376,0,0,0,0,Twitter_User,,u5376,
u5377,0,0,0,,Twitter_User,,u5377,
u5378,0,0,0,,Twitter_User,,u5378,
u5379,0,0,0,,Twitter_User,,u5379,
u538,184,184,184,,Twitter_User,,u538,
u5380,329,329,329,,Twitter_User,,u5380,
u5381,1,1,1,,Twitter_User,,u5381,
u5382,0,0,0,,Twitter_User,,u5382,
u5383,2888,2888,2888,,Twitter_User,,u5383,
u5384,0,0,0,,Twitter_User,,u5384,
u5385,0,2888,74.62,462.36,Twitter_User,,u5385,
u5386,0,2095,698.67,1209.26,Twitter_User,,u5386,
u5387,87,87,87,,Twitter_User,,u5387,
u5388,0,0,0,0,Twitter_User,,u5388,
u5389,0,0,0,,Twitter_User,,u5389,
u539,0,0,0,0,Twitter_User,,u539,
u5390,1,1,1,0,Twitter_User,,u5390,
u5391,0,999,57.23,165.85,Twitter_User,,u5391,
u5392,0,0,0,,Twitter_User,,u5392,
u5393,0,0,0,,Twitter_User,,u5393,
u5394,0,0,0,,Twitter_User,,u5394,
u5395,0,0,0,,Twitter_User,,u5395,
u5396,152,152,152,,Twitter_User,,u5396,
u5397,0,0,0,,Twitter_User,,u5397,
u5398,13,13,13,,Twitter_User,,u5398,
u5399,0,0,0,,Twitter_User,,u5399,
u54,0,0,0,,Twitter_User,,u54,
u540,2995,2995,2995,,Twitter_User,,u540,
u5400,0,0,0,0,Twitter_User,,u5400,
u5401,0,0,0,,Twitter_User,,u5401,
u5402,961,961,961,,Twitter_User,,u5402,
u5403,0,11,5.5,7.78,Twitter_User,,u5403,
u5404,0,0,0,,Twitter_User,,u5404,
u5405,999,999,999,,Twitter_User,,u5405,
u5406,0,10,3.33,5.77,Twitter_User,,u5406,
u5407,0,0,0,,Twitter_User,,u5407,
u5408,27,27,27,,Twitter_User,,u5408,
u5409,0,0,0,,Twitter_User,,u5409,
u541,3429,3429,3429,,Twitter_User,,u541,
u5410,0,0,0,0,Twitter_User,,u5410,
u5411,119,119,119,,Twitter_User,,u5411,
u5412,0,2,0.4,0.89,Twitter_User,,u5412,
u5413,0,0,0,0,Twitter_User,,u5413,
u5414,0,0,0,,Twitter_User,,u5414,
u5415,0,0,0,,Twitter_User,,u5415,
u5416,3429,3429,3429,,Twitter_User,,u5416,
u5417,0,0,0,,Twitter_User,,u5417,
u5418,3,3,3,,Twitter_User,,u5418,
u5419,22,22,22,,Twitter_User,,u5419,
u542,0,0,0,,Twitter_User,,u542,
u5420,0,0,0,,Twitter_User,,u5420,
u5421,0,0,0,0,Twitter_User,,u5421,
u5422,0,1,0.5,0.71,Twitter_User,,u5422,
u5423,1,1,1,0,Twitter_User,,u5423,
u5424,0,9,4.5,4.65,Twitter_User,,u5424,
u5425,0,0,0,,Twitter_User,,u5425,
u5426,0,0,0,,Twitter_User,,u5426,
u5427,1,29,20,10.04,Twitter_User,,u5427,
u5428,0,0,0,0,Twitter_User,,u5428,
u5429,3429,3429,3429,,Twitter_User,,u5429,
u543,0,0,0,,Twitter_User,,u543,
u5430,0,0,0,,Twitter_User,,u5430,
u5431,1,2095,530.5,1043.02,Twitter_User,,u5431,
u5432,0,0,0,,Twitter_User,,u5432,
u5433,3429,3429,3429,,Twitter_User,,u5433,
u5434,0,0,0,,Twitter_User,,u5434,
u5435,0,8,4,5.66,Twitter_User,,u5435,
u5436,0,0,0,,Twitter_User,,u5436,
u5437,0,0,0,0,Twitter_User,,u5437,
u5438,0,0,0,,Twitter_User,,u5438,
u5439,40,40,40,,Twitter_User,,u5439,
u544,22,22,22,,Twitter_User,,u544,
u5440,0,0,0,,Twitter_User,,u5440,
u5441,0,0,0,0,Twitter_User,,u5441,
u5442,0,8,2.25,3.86,Twitter_User,,u5442,
u5443,4,999,192.83,396.74,Twitter_User,,u5443,
u5444,184,184,184,,Twitter_User,,u5444,
u5445,3263,3263,3263,,Twitter_User,,u5445,
u5446,1,1,1,,Twitter_User,,u5446,
u5447,0,0,0,,Twitter_User,,u5447,
u5448,0,4,2,2.83,Twitter_User,,u5448,
u5449,73,99,86,18.38,Twitter_User,,u5449,
u545,0,0,0,,Twitter_User,,u545,
u5450,1,88,44.5,61.52,Twitter_User,,u5450,
u5451,2888,2888,2888,,Twitter_User,,u5451,
u5452,2,2995,116.33,459.01,Twitter_User,,u5452,
u5453,1,2995,107.11,489.8,Twitter_User,,u5453,
u5454,0,4,1.75,1.71,Twitter_User,,u5454,
u5455,435,435,435,,Twitter_User,,u5455,
u5456,0,0,0,,Twitter_User,,u5456,
u5457,0,0,0,0,Twitter_User,,u5457,
u5458,47,47,47,,Twitter_User,,u5458,
u5459,2,2995,607,1334.99,Twitter_User,,u5459,
u546,2095,2095,2095,,Twitter_User,,u546,
u5460,0,0,0,,Twitter_User,,u5460,
u5461,0,0,0,,Twitter_User,,u5461,
u5462,0,0,0,,Twitter_User,,u5462,
u5463,1,72,5.67,15.28,Twitter_User,,u5463,
u5464,0,0,0,,Twitter_User,,u5464,
u5465,19,19,19,,Twitter_User,,u5465,
u5466,54,875,308.5,380.52,Twitter_User,,u5466,
u5467,0,806,135.33,328.56,Twitter_User,,u5467,
u5468,3429,3429,3429,,Twitter_User,,u5468,
u5469,17,17,17,,Twitter_User,,u5469,
u547,0,0,0,,Twitter_User,,u547,
u5470,0,1,0.5,0.71,Twitter_User,,u5470,
u5471,11,35,23,16.97,Twitter_User,,u5471,
u5472,0,0,0,,Twitter_User,,u5472,
u5473,0,0,0,,Twitter_User,,u5473,
u5474,2995,2995,2995,,Twitter_User,,u5474,
u5475,87,87,87,,Twitter_User,,u5475,
u5476,375,375,375,,Twitter_User,,u5476,
u5477,0,0,0,,Twitter_User,,u5477,
u5478,0,0,0,,Twitter_User,,u5478,
u5479,184,3263,1723.5,2177.18,Twitter_User,,u5479,
u548,1,1,1,,Twitter_User,,u548,
u5480,1,1,1,,Twitter_User,,u5480,
u5481,3,7,5,2.83,Twitter_User,,u5481,
u5482,0,0,0,0,Twitter_User,,u5482,
u5483,0,19,12,10.44,Twitter_User,,u5483,
u5484,0,0,0,,Twitter_User,,u5484,
u5485,0,0,0,,Twitter_User,,u5485,
u5486,0,79,26.33,45.61,Twitter_User,,u5486,
u5487,2095,2095,2095,,Twitter_User,,u5487,
u5488,0,0,0,,Twitter_User,,u5488,
u5489,0,16,5.33,9.24,Twitter_User,,u5489,
u549,1,1,1,0,Twitter_User,,u549,
u5490,9,9,9,,Twitter_User,,u5490,
u5491,0,0,0,,Twitter_User,,u5491,
u5492,2995,2995,2995,,Twitter_User,,u5492,
u5493,1,1,1,,Twitter_User,,u5493,
u5494,1,1,1,,Twitter_User,,u5494,
u5495,0,0,0,,Twitter_User,,u5495,
u5496,0,0,0,,Twitter_User,,u5496,
u5497,40,40,40,,Twitter_User,,u5497,
u5498,5,147,76,100.41,Twitter_User,,u5498,
u5499,3,3,3,,Twitter_User,,u5499,
u55,2,728,187.5,280.54,Twitter_User,,u55,
u550,2995,2995,2995,,Twitter_User,,u550,
u5500,0,33,3.9,10.4,Twitter_User,,u5500,
u5501,0,8,1.45,2.84,Twitter_User,,u5501,
u5502,0,0,0,,Twitter_User,,u5502,
u5503,0,0,0,,Twitter_User,,u5503,
u5504,0,0,0,0,Twitter_User,,u5504,
u5505,19,19,19,,Twitter_User,,u5505,
u5506,999,999,999,,Twitter_User,,u5506,
u5507,0,0,0,,Twitter_User,,u5507,
u5508,2,2,2,,Twitter_User,,u5508,
u5509,0,0,0,,Twitter_User,,u5509,
u551,3263,3263,3263,,Twitter_User,,u551,
u5510,0,21,7.67,8.48,Twitter_User,,u5510,
u5511,3263,3263,3263,,Twitter_User,,u5511,
u5512,0,25,12.5,17.68,Twitter_User,,u5512,
u5513,0,0,0,,Twitter_User,,u5513,
u5514,3429,3429,3429,,Twitter_User,,u5514,
u5515,0,312,32.8,78.7,Twitter_User,,u5515,
u5516,0,0,0,,Twitter_User,,u5516,
u5517,0,1,0.33,0.58,Twitter_User,,u5517,
u5518,0,0,0,,Twitter_User,,u5518,
u5519,10,10,10,,Twitter_User,,u5519,
u552,0,0,0,,Twitter_User,,u552,
u5520,72,72,72,,Twitter_User,,u5520,
u5521,0,1,0.33,0.58,Twitter_User,,u5521,
u5522,0,6,1.25,2.02,Twitter_User,,u5522,
u5523,0,0,0,,Twitter_User,,u5523,
u5524,2888,2888,2888,,Twitter_User,,u5524,
u5525,0,8,4,5.66,Twitter_User,,u5525,
u5526,0,0,0,,Twitter_User,,u5526,
u5527,0,0,0,,Twitter_User,,u5527,
u5528,0,0,0,0,Twitter_User,,u5528,
u5529,14,14,14,,Twitter_User,,u5529,
u553,0,0,0,,Twitter_User,,u553,
u5530,242,242,242,,Twitter_User,,u5530,
u5531,0,0,0,,Twitter_User,,u5531,
u5532,1,1,1,,Twitter_User,,u5532,
u5533,0,1,0.17,0.41,Twitter_User,,u5533,
u5534,0,1,0.5,0.71,Twitter_User,,u5534,
u5535,0,0,0,,Twitter_User,,u5535,
u5536,0,2888,1444,2042.12,Twitter_User,,u5536,
u5537,0,0,0,,Twitter_User,,u5537,
u5538,0,0,0,,Twitter_User,,u5538,
u5539,0,23,11.5,16.26,Twitter_User,,u5539,
u554,0,0,0,,Twitter_User,,u554,
u5540,2095,2095,2095,,Twitter_User,,u5540,
u5541,0,0,0,,Twitter_User,,u5541,
u5542,0,0,0,0,Twitter_User,,u5542,
u5543,0,0,0,,Twitter_User,,u5543,
u5544,375,375,375,,Twitter_User,,u5544,
u5545,961,961,961,,Twitter_User,,u5545,
u5546,0,0,0,,Twitter_User,,u5546,
u5547,0,5,0.86,1.86,Twitter_User,,u5547,
u5548,999,999,999,,Twitter_User,,u5548,
u5549,37,37,37,,Twitter_User,,u5549,
u555,0,0,0,,Twitter_User,,u555,
u5550,0,0,0,,Twitter_User,,u5550,
u5551,0,0,0,,Twitter_User,,u5551,
u5552,1,1,1,,Twitter_User,,u5552,
u5553,0,53,4.27,12.27,Twitter_User,,u5553,
u5554,0,0,0,0,Twitter_User,,u5554,
u5555,0,0,0,,Twitter_User,,u5555,
u5556,23,2995,869.25,1430.38,Twitter_User,,u5556,
u5557,2888,2888,2888,,Twitter_User,,u5557,
u5558,0,0,0,,Twitter_User,,u5558,
u5559,2,806,184.86,316.37,Twitter_User,,u5559,
u556,2,2,2,,Twitter_User,,u556,
u5560,961,961,961,,Twitter_User,,u5560,
u5561,5,5,5,,Twitter_User,,u5561,
u5562,2888,2888,2888,,Twitter_User,,u5562,
u5563,2,2,2,,Twitter_User,,u5563,
u5564,3263,3263,3263,,Twitter_User,,u5564,
u5565,1,27,7.56,8.35,Twitter_User,,u5565,
u5566,0,806,403,569.93,Twitter_User,,u5566,
u5567,0,4,0.86,1.46,Twitter_User,,u5567,
u5568,0,0,0,,Twitter_User,,u5568,
u5569,0,0,0,,Twitter_User,,u5569,
u557,0,0,0,,Twitter_User,,u557,
u5570,2995,2995,2995,,Twitter_User,,u5570,
u5571,0,0,0,,Twitter_User,,u5571,
u5572,4,4,4,,Twitter_User,,u5572,
u5573,231,231,231,,Twitter_User,,u5573,
u5574,5,5,5,,Twitter_User,,u5574,
u5575,1,1,1,,Twitter_User,,u5575,
u5576,0,0,0,,Twitter_User,,u5576,
u5577,0,0,0,0,Twitter_User,,u5577,
u5578,0,0,0,,Twitter_User,,u5578,
u5579,25,25,25,,Twitter_User,,u5579,
u558,90,90,90,,Twitter_User,,u558,
u5580,242,242,242,,Twitter_User,,u5580,
u5581,107,107,107,,Twitter_User,,u5581,
u5582,0,0,0,,Twitter_User,,u5582,
u5583,1,57,22,30.51,Twitter_User,,u5583,
u5584,0,0,0,,Twitter_User,,u5584,
u5585,0,0,0,0,Twitter_User,,u5585,
u5586,13,13,13,,Twitter_User,,u5586,
u5587,2888,2995,2941.5,75.66,Twitter_User,,u5587,
u5588,3263,3263,3263,,Twitter_User,,u5588,
u5589,806,806,806,,Twitter_User,,u5589,
u559,63,63,63,,Twitter_User,,u559,
u5590,0,15,5,8.66,Twitter_User,,u5590,
u5591,2095,2095,2095,,Twitter_User,,u5591,
u5592,8,2888,1448,2036.47,Twitter_User,,u5592,
u5593,125,125,125,,Twitter_User,,u5593,
u5594,1,1,1,,Twitter_User,,u5594,
u5595,0,2095,441.67,827.28,Twitter_User,,u5595,
u5596,0,0,0,,Twitter_User,,u5596,
u5597,3,3,3,,Twitter_User,,u5597,
u5598,35,35,35,,Twitter_User,,u5598,
u5599,0,0,0,,Twitter_User,,u5599,
u56,4,999,158.86,370.64,Twitter_User,,u56,
u560,0,0,0,,Twitter_User,,u560,
u5600,0,0,0,,Twitter_User,,u5600,
u5601,0,0,0,,Twitter_User,,u5601,
u5602,2,2,2,,Twitter_User,,u5602,
u5603,2995,2995,2995,,Twitter_User,,u5603,
u5604,34,34,34,,Twitter_User,,u5604,
u5605,17,17,17,,Twitter_User,,u5605,
u5606,2,2,2,,Twitter_User,,u5606,
u5607,0,0,0,,Twitter_User,,u5607,
u5608,0,0,0,0,Twitter_User,,u5608,
u5609,2995,2995,2995,,Twitter_User,,u5609,
u561,0,0,0,,Twitter_User,,u561,
u5610,0,0,0,,Twitter_User,,u5610,
u5611,0,0,0,,Twitter_User,,u5611,
u5612,0,0,0,,Twitter_User,,u5612,
u5613,1,1,1,,Twitter_User,,u5613,
u5614,0,0,0,,Twitter_User,,u5614,
u5615,0,0,0,,Twitter_User,,u5615,
u5616,0,0,0,,Twitter_User,,u5616,
u5617,11,11,11,,Twitter_User,,u5617,
u5618,0,0,0,,Twitter_User,,u5618,
u5619,1,1,1,,Twitter_User,,u5619,
u562,0,0,0,,Twitter_User,,u562,
u5620,0,999,39.93,191.74,Twitter_User,,u5620,
u5621,2888,2888,2888,,Twitter_User,,u5621,
u5622,0,2095,724.67,1187.4,Twitter_User,,u5622,
u5623,0,0,0,,Twitter_User,,u5623,
u5624,0,0,0,,Twitter_User,,u5624,
u5625,199,199,199,,Twitter_User,,u5625,
u5626,0,0,0,,Twitter_User,,u5626,
u5627,7,7,7,,Twitter_User,,u5627,
u5628,1,70,13.71,25.1,Twitter_User,,u5628,
u5629,0,0,0,,Twitter_User,,u5629,
u563,0,4,2,2.83,Twitter_User,,u563,
u5630,0,0,0,,Twitter_User,,u5630,
u5631,0,6,1.43,2.3,Twitter_User,,u5631,
u5632,0,1,0.2,0.45,Twitter_User,,u5632,
u5633,166,166,166,,Twitter_User,,u5633,
u5634,875,875,875,,Twitter_User,,u5634,
u5635,0,1,0.5,0.71,Twitter_User,,u5635,
u5636,3263,3263,3263,,Twitter_User,,u5636,
u5637,2,4,3,1.41,Twitter_User,,u5637,
u5638,2095,2095,2095,,Twitter_User,,u5638,
u5639,0,0,0,,Twitter_User,,u5639,
u564,0,0,0,,Twitter_User,,u564,
u5640,0,0,0,,Twitter_User,,u5640,
u5641,9,9,9,,Twitter_User,,u5641,
u5642,0,0,0,,Twitter_User,,u5642,
u5643,0,0,0,,Twitter_User,,u5643,
u5644,0,0,0,,Twitter_User,,u5644,
u5645,0,147,25.33,59.61,Twitter_User,,u5645,
u5646,62,62,62,,Twitter_User,,u5646,
u5647,0,0,0,,Twitter_User,,u5647,
u5648,1,1,1,,Twitter_User,,u5648,
u5649,0,0,0,,Twitter_User,,u5649,
u565,561,561,561,,Twitter_User,,u565,
u5650,131,131,131,,Twitter_User,,u5650,
u5651,2095,2888,2491.5,560.74,Twitter_User,,u5651,
u5652,0,0,0,0,Twitter_User,,u5652,
u5653,0,0,0,,Twitter_User,,u5653,
u5654,0,0,0,,Twitter_User,,u5654,
u5655,0,2888,321.11,962.58,Twitter_User,,u5655,
u5656,119,119,119,,Twitter_User,,u5656,
u5657,0,0,0,,Twitter_User,,u5657,
u5658,0,0,0,,Twitter_User,,u5658,
u5659,0,0,0,,Twitter_User,,u5659,
u566,2888,2888,2888,,Twitter_User,,u566,
u5660,64,64,64,,Twitter_User,,u5660,
u5661,3,4,3.5,0.71,Twitter_User,,u5661,
u5662,0,0,0,,Twitter_User,,u5662,
u5663,2888,2888,2888,,Twitter_User,,u5663,
u5664,0,0,0,,Twitter_User,,u5664,
u5665,0,0,0,,Twitter_User,,u5665,
u5666,49,49,49,,Twitter_User,,u5666,
u5667,0,0,0,0,Twitter_User,,u5667,
u5668,3,3,3,,Twitter_User,,u5668,
u5669,0,0,0,0,Twitter_User,,u5669,
u567,0,0,0,,Twitter_User,,u567,
u5670,2,2,2,,Twitter_User,,u5670,
u5671,16,16,16,,Twitter_User,,u5671,
u5672,2888,2888,2888,,Twitter_User,,u5672,
u5673,0,0,0,0,Twitter_User,,u5673,
u5674,0,0,0,,Twitter_User,,u5674,
u5675,0,4,2,2.83,Twitter_User,,u5675,
u5676,0,0,0,0,Twitter_User,,u5676,
u5677,0,0,0,,Twitter_User,,u5677,
u5678,0,1,0.25,0.5,Twitter_User,,u5678,
u5679,0,0,0,,Twitter_User,,u5679,
u568,1,1,1,,Twitter_User,,u568,
u5680,2995,2995,2995,,Twitter_User,,u5680,
u5681,1,1,1,,Twitter_User,,u5681,
u5682,728,728,728,,Twitter_User,,u5682,
u5683,2888,2888,2888,,Twitter_User,,u5683,
u5684,8,8,8,,Twitter_User,,u5684,
u5685,9,9,9,,Twitter_User,,u5685,
u5686,152,152,152,,Twitter_User,,u5686,
u5687,7,7,7,,Twitter_User,,u5687,
u5688,0,0,0,,Twitter_User,,u5688,
u5689,19,152,85.5,94.05,Twitter_User,,u5689,
u569,1,1,1,,Twitter_User,,u569,
u5690,0,0,0,,Twitter_User,,u5690,
u5691,26,26,26,,Twitter_User,,u5691,
u5692,0,0,0,,Twitter_User,,u5692,
u5693,0,0,0,,Twitter_User,,u5693,
u5694,0,2,1,1,Twitter_User,,u5694,
u5695,14,14,14,,Twitter_User,,u5695,
u5696,2888,2888,2888,,Twitter_User,,u5696,
u5697,7,7,7,,Twitter_User,,u5697,
u5698,99,99,99,,Twitter_User,,u5698,
u5699,0,0,0,0,Twitter_User,,u5699,
u57,806,806,806,,Twitter_User,,u57,
u570,1,1,1,,Twitter_User,,u570,
u5700,2,2,2,,Twitter_User,,u5700,
u5701,2995,2995,2995,,Twitter_User,,u5701,
u5702,1,34,14.67,11.11,Twitter_User,,u5702,
u5703,1,435,147.67,248.86,Twitter_User,,u5703,
u5704,0,0,0,,Twitter_User,,u5704,
u5705,0,0,0,0,Twitter_User,,u5705,
u5706,0,0,0,,Twitter_User,,u5706,
u5707,0,0,0,0,Twitter_User,,u5707,
u5708,23,23,23,,Twitter_User,,u5708,
u5709,0,0,0,,Twitter_User,,u5709,
u571,1,1,1,0,Twitter_User,,u571,
u5710,2,7,4.5,3.54,Twitter_User,,u5710,
u5711,0,0,0,0,Twitter_User,,u5711,
u5712,0,0,0,,Twitter_User,,u5712,
u5713,806,806,806,,Twitter_User,,u5713,
u5714,40,40,40,,Twitter_User,,u5714,
u5715,0,88,44,62.23,Twitter_User,,u5715,
u5716,1,2,1.5,0.71,Twitter_User,,u5716,
u5717,3429,3429,3429,,Twitter_User,,u5717,
u5718,0,0,0,,Twitter_User,,u5718,
u5719,4,4,4,,Twitter_User,,u5719,
u572,1,1,1,,Twitter_User,,u572,
u5720,0,0,0,,Twitter_User,,u5720,
u5721,1,1,1,,Twitter_User,,u5721,
u5722,561,561,561,,Twitter_User,,u5722,
u5723,0,0,0,,Twitter_User,,u5723,
u5724,3263,3263,3263,,Twitter_User,,u5724,
u5725,2,2,2,,Twitter_User,,u5725,
u5726,0,0,0,,Twitter_User,,u5726,
u5727,2888,2888,2888,,Twitter_User,,u5727,
u5728,0,0,0,,Twitter_User,,u5728,
u5729,4,119,61.5,81.32,Twitter_User,,u5729,
u573,0,0,0,,Twitter_User,,u573,
u5730,0,1,0.5,0.71,Twitter_User,,u5730,
u5731,561,561,561,,Twitter_User,,u5731,
u5732,2888,2888,2888,,Twitter_User,,u5732,
u5733,3263,3263,3263,,Twitter_User,,u5733,
u5734,2095,2095,2095,,Twitter_User,,u5734,
u5735,0,3,0.8,1.3,Twitter_User,,u5735,
u5736,1,1,1,,Twitter_User,,u5736,
u5737,7,7,7,,Twitter_User,,u5737,
u5738,0,0,0,,Twitter_User,,u5738,
u5739,1,17,6.5,7.55,Twitter_User,,u5739,
u574,2,2,2,,Twitter_User,,u574,
u5740,0,0,0,,Twitter_User,,u5740,
u5741,2888,2888,2888,,Twitter_User,,u5741,
u5742,0,0,0,0,Twitter_User,,u5742,
u5743,0,0,0,,Twitter_User,,u5743,
u5744,0,0,0,,Twitter_User,,u5744,
u5745,0,3,0.78,1.09,Twitter_User,,u5745,
u5746,0,0,0,0,Twitter_User,,u5746,
u5747,2888,2888,2888,,Twitter_User,,u5747,
u5748,0,0,0,,Twitter_User,,u5748,
u5749,0,0,0,,Twitter_User,,u5749,
u575,25,25,25,,Twitter_User,,u575,
u5750,0,3429,1714.5,2424.67,Twitter_User,,u5750,
u5751,999,999,999,,Twitter_User,,u5751,
u5752,1,1,1,,Twitter_User,,u5752,
u5753,17,17,17,,Twitter_User,,u5753,
u5754,1,1,1,,Twitter_User,,u5754,
u5755,42,42,42,,Twitter_User,,u5755,
u5756,0,312,57.9,97.6,Twitter_User,,u5756,
u5757,435,435,435,,Twitter_User,,u5757,
u5758,0,0,0,,Twitter_User,,u5758,
u5759,2,2,2,,Twitter_User,,u5759,
u576,0,0,0,,Twitter_User,,u576,
u5760,1,1,1,,Twitter_User,,u5760,
u5761,1,7,4,4.24,Twitter_User,,u5761,
u5762,1,1,1,,Twitter_User,,u5762,
u5763,114,114,114,,Twitter_User,,u5763,
u5764,0,1,0.5,0.71,Twitter_User,,u5764,
u5765,0,1,0.33,0.52,Twitter_User,,u5765,
u5766,0,0,0,,Twitter_User,,u5766,
u5767,0,0,0,,Twitter_User,,u5767,
u5768,0,0,0,0,Twitter_User,,u5768,
u5769,0,2888,307.1,907.5,Twitter_User,,u5769,
u577,2888,2888,2888,,Twitter_User,,u577,
u5770,0,0,0,,Twitter_User,,u5770,
u5771,0,0,0,,Twitter_User,,u5771,
u5772,0,0,0,,Twitter_User,,u5772,
u5773,0,0,0,0,Twitter_User,,u5773,
u5774,0,0,0,,Twitter_User,,u5774,
u5775,0,0,0,0,Twitter_User,,u5775,
u5776,1,1,1,,Twitter_User,,u5776,
u5777,3263,3263,3263,,Twitter_User,,u5777,
u5778,7,7,7,,Twitter_User,,u5778,
u5779,0,0,0,,Twitter_User,,u5779,
u578,91,91,91,,Twitter_User,,u578,
u5780,0,7,1.75,3.5,Twitter_User,,u5780,
u5781,1,1,1,,Twitter_User,,u5781,
u5782,0,0,0,,Twitter_User,,u5782,
u5783,0,0,0,,Twitter_User,,u5783,
u5784,147,147,147,,Twitter_User,,u5784,
u5785,4,4,4,,Twitter_User,,u5785,
u5786,1,1,1,,Twitter_User,,u5786,
u5787,875,875,875,,Twitter_User,,u5787,
u5788,0,0,0,,Twitter_User,,u5788,
u5789,0,17,8.5,12.02,Twitter_User,,u5789,
u579,0,0,0,,Twitter_User,,u579,
u5790,0,0,0,,Twitter_User,,u5790,
u5791,2095,2095,2095,,Twitter_User,,u5791,
u5792,0,0,0,,Twitter_User,,u5792,
u5793,0,0,0,,Twitter_User,,u5793,
u5794,2888,2888,2888,,Twitter_User,,u5794,
u5795,2888,2888,2888,,Twitter_User,,u5795,
u5796,0,0,0,,Twitter_User,,u5796,
u5797,0,199,22.78,66.09,Twitter_User,,u5797,
u5798,2995,2995,2995,,Twitter_User,,u5798,
u5799,0,2995,1003,1725.14,Twitter_User,,u5799,
u58,435,435,435,,Twitter_User,,u58,
u580,0,0,0,,Twitter_User,,u580,
u5800,0,0,0,,Twitter_User,,u5800,
u5801,2888,2888,2888,,Twitter_User,,u5801,
u5802,0,0,0,0,Twitter_User,,u5802,
u5803,0,0,0,,Twitter_User,,u5803,
u5804,2095,2095,2095,,Twitter_User,,u5804,
